Roadway.Name	From	To	id	ZIP CODE	int1	int2	zip1	zip2	ll1	ll2	lat1	long1	lat2	long2	top_lat	right_long	bot_lat	left_long	botright_lat	botright_long	botleft_lat	botleft_long	topright_lat	topright_long	topleft_lat	topleft_long
ADAM C POWELL BOULEVARD	WEST 148TH STREET	WEST 149TH STREET	380		ADAM+C+POWELL+BOULEVARD+%26+WEST+148TH+STREET	ADAM+C+POWELL+BOULEVARD+%26+WEST+149TH+STREET	10039	10039	40.823591,-73.937764	40.824221,-73.937315	40.823591	-73.937764	40.824221	-73.937315	40.824221	-73.937315	40.823591	-73.937764	40.823461	-73.937185	40.823461	-73.937894	40.824351	-73.937185	40.824351	-73.937894
ADAMN C POWELL BOULEVARD	WEST 148 STREET	WEST 149 STREET	381		ADAMN+C+POWELL+BOULEVARD+%26+WEST+148+STREET	ADAMN+C+POWELL+BOULEVARD+%26+WEST+149+STREET	CTYPE	CTYPE	"OCTYPE html>
<html i"	"OCTYPE html>
<html i"																
ADAMN C POWELL BOULEVARD	WEST 122 STREET	WEST 123 STREET	382		ADAMN+C+POWELL+BOULEVARD+%26+WEST+122+STREET	ADAMN+C+POWELL+BOULEVARD+%26+WEST+123+STREET	CTYPE	CTYPE	"OCTYPE html>
<html i"	"OCTYPE html>
<html i"																
ALBANY AVE	LENOX RD	LINDEN BLVD	383		ALBANY+AVE+%26+LENOX+RD	ALBANY+AVE+%26+LINDEN+BLVD	11203	11203	40.654810,-73.939431	40.653247,-73.939270	40.65481	-73.939431	40.653247	-73.93927	40.65481	-73.93927	40.653247	-73.939431	40.653117	-73.93914	40.653117	-73.939561	40.654939999999996	-73.93914	40.654939999999996	-73.939561
ALBANY AVE	MIDWOOD ST	RUTLAND RD	384		ALBANY+AVE+%26+MIDWOOD+ST	ALBANY+AVE+%26+RUTLAND+RD	11203	11203	40.660788,-73.939812	40.660079,-73.939746	40.660788000000004	-73.939812	40.660078999999996	-73.939746	40.660788000000004	-73.939746	40.660078999999996	-73.939812	40.659949	-73.939616	40.659949	-73.939942	40.660918	-73.939616	40.660918	-73.939942
ALBANY AVE	LINCOLN PL	ST JOHN'S PL	385		ALBANY+AVE+%26+LINCOLN+PL	ALBANY+AVE+%26+ST+JOHN'S+PL	11213	11213	40.670181,-73.939334	"OCTYPE html>
<html i"	40.670181	-73.939334														
ALBANY AVE	FARRAGUT RD	GLENWOOD RD	386		ALBANY+AVE+%26+FARRAGUT+RD	ALBANY+AVE+%26+GLENWOOD+RD	11210	11210	40.636922,-73.937516	40.634722,-73.937282	40.636922	-73.937516	40.634722	-73.937282	40.636922	-73.937282	40.634722	-73.937516	40.634592	-73.937152	40.634592	-73.937646	40.637052	-73.937152	40.637052	-73.937646
ALBANY AVENUE	FARRAGUT ROAD	GLENWOOD ROAD	387		ALBANY+AVENUE+%26+FARRAGUT+ROAD	ALBANY+AVENUE+%26+GLENWOOD+ROAD	11210	11210	40.636922,-73.937516	40.634722,-73.937282	40.636922	-73.937516	40.634722	-73.937282	40.636922	-73.937282	40.634722	-73.937516	40.634592	-73.937152	40.634592	-73.937646	40.637052	-73.937152	40.637052	-73.937646
ALBANY AVENUE	LENOX ROAD	LINDEN BOULEVARD	388		ALBANY+AVENUE+%26+LENOX+ROAD	ALBANY+AVENUE+%26+LINDEN+BOULEVARD	11203	11203	40.654810,-73.939431	40.653247,-73.939270	40.65481	-73.939431	40.653247	-73.93927	40.65481	-73.93927	40.653247	-73.939431	40.653117	-73.93914	40.653117	-73.939561	40.654939999999996	-73.93914	40.654939999999996	-73.939561
ALBANY AVENUE	ST JOHNS PLACE	LINCOLN PLACE	389		ALBANY+AVENUE+%26+ST+JOHNS+PLACE	ALBANY+AVENUE+%26+LINCOLN+PLACE	11213	11213	"OCTYPE html>
<html i"	40.670181,-73.939334			40.670181	-73.939334	40.670181	-73.939334	40.670181	-73.939334	40.670051	-73.939204	40.670051	-73.939464	40.670311	-73.939204	40.670311	-73.939464
ALBANY AVENUE	MIDWOOD STREET	RUTLAND ROAD	390		ALBANY+AVENUE+%26+MIDWOOD+STREET	ALBANY+AVENUE+%26+RUTLAND+ROAD	11203	11203	40.660788,-73.939812	40.660079,-73.939746	40.660788000000004	-73.939812	40.660078999999996	-73.939746	40.660788000000004	-73.939746	40.660078999999996	-73.939812	40.659949	-73.939616	40.659949	-73.939942	40.660918	-73.939616	40.660918	-73.939942
ALLEN STREET	DELANCEY STREET	RIVINGTON STREET	391		ALLEN+STREET+%26+DELANCEY+STREET	ALLEN+STREET+%26+RIVINGTON+STREET	10002	10002	40.719097,-73.990283	40.720469,-73.989600	40.719097	-73.99028299999999	40.720469	-73.9896	40.720469	-73.9896	40.719097	-73.99028299999999	40.718967	-73.98947	40.718967	-73.99041299999999	40.720599	-73.98947	40.720599	-73.99041299999999
ALLEN STREET	RIVINGTON STREET	DELANCEY STREET	392		ALLEN+STREET+%26+RIVINGTON+STREET	ALLEN+STREET+%26+DELANCEY+STREET	10002	10002	40.720469,-73.989600	40.719097,-73.990283	40.720469	-73.9896	40.719097	-73.99028299999999	40.720469	-73.9896	40.719097	-73.99028299999999	40.718967	-73.98947	40.718967	-73.99041299999999	40.720599	-73.98947	40.720599	-73.99041299999999
ALLERTON AVENUE	BRONXWOOD AVENUE	RADCLIFF AVENUE	393		ALLERTON+AVENUE+%26+BRONXWOOD+AVENUE	ALLERTON+AVENUE+%26+RADCLIFF+AVENUE	10469	10469	40.865501,-73.861564	40.865484,-73.860581	40.865501	-73.861564	40.865484	-73.86058100000001	40.865501	-73.86058100000001	40.865484	-73.861564	40.865354	-73.86045100000001	40.865354	-73.861694	40.865631	-73.86045100000001	40.865631	-73.861694
ALLERTON AVENUE	RADCLIFF AVENUE	BRONXWOOD AVENUE	394		ALLERTON+AVENUE+%26+RADCLIFF+AVENUE	ALLERTON+AVENUE+%26+BRONXWOOD+AVENUE	10469	10469	40.865484,-73.860581	40.865501,-73.861564	40.865484	-73.86058100000001	40.865501	-73.861564	40.865501	-73.86058100000001	40.865484	-73.861564	40.865354	-73.86045100000001	40.865354	-73.861694	40.865631	-73.86045100000001	40.865631	-73.861694
AMBOY RD	BEACH AVE	3RD ST	395		AMBOY+RD+%26+BEACH+AVE	AMBOY+RD+%26+3RD+ST	10306	10306	40.572250,-74.121362	40.571757,-74.121484	40.57225	-74.121362	40.571757	-74.121484	40.57225	-74.121362	40.571757	-74.121484	40.571627	-74.121232	40.571627	-74.121614	40.572379999999995	-74.121232	40.572379999999995	-74.121614
AMBOY ROAD	ROSE LANE	COLON STREET	396		AMBOY+ROAD+%26+ROSE+LANE	AMBOY+ROAD+%26+COLON+STREET	10312	10312	40.533716,-74.187455	40.533364,-74.188587	40.533716	-74.187455	40.533364	-74.188587	40.533716	-74.187455	40.533364	-74.188587	40.533234	-74.187325	40.533234	-74.188717	40.533846	-74.187325	40.533846	-74.188717
AMBOY ROAD	PRESTON AVENUE	BAMBERGER LANE	397		AMBOY+ROAD+%26+PRESTON+AVENUE	AMBOY+ROAD+%26+BAMBERGER+LANE	10312	10312	40.541691,-74.166075	40.541172,-74.166955	40.541691	-74.166075	40.541171999999996	-74.166955	40.541691	-74.166075	40.541171999999996	-74.166955	40.541042	-74.16594500000001	40.541042	-74.167085	40.541821	-74.16594500000001	40.541821	-74.167085
AMBOY ROAD	DALE AVENUE	BISHOP STREET	398		AMBOY+ROAD+%26+DALE+AVENUE	AMBOY+ROAD+%26+BISHOP+STREET	10306	10306	40.571503,-74.121624	40.570987,-74.122231	40.571503	-74.121624	40.570987	-74.122231	40.571503	-74.121624	40.570987	-74.122231	40.570857000000004	-74.121494	40.570857000000004	-74.122361	40.571633	-74.121494	40.571633	-74.122361
AMBOY ROAD	WAIMER PLACE	BAMBERGER LANE	399		AMBOY+ROAD+%26+WAIMER+PLACE	AMBOY+ROAD+%26+BAMBERGER+LANE	10312	10312	40.541691,-74.166075	40.541172,-74.166955	40.541691	-74.166075	40.541171999999996	-74.166955	40.541691	-74.166075	40.541171999999996	-74.166955	40.541042	-74.16594500000001	40.541042	-74.167085	40.541821	-74.16594500000001	40.541821	-74.167085
AMBOY ROAD	ROSE LANE	ARBUTUS AVENUE	400		AMBOY+ROAD+%26+ROSE+LANE	AMBOY+ROAD+%26+ARBUTUS+AVENUE	10312	10312	40.533716,-74.187455	40.534137,-74.186222	40.533716	-74.187455	40.534137	-74.186222	40.534137	-74.186222	40.533716	-74.187455	40.533586	-74.186092	40.533586	-74.187585	40.534267	-74.186092	40.534267	-74.187585
AMBOY ROAD	3 STREET	DALE AVENUE	401		AMBOY+ROAD+%26+3+STREET	AMBOY+ROAD+%26+DALE+AVENUE	10306	10306	40.571757,-74.121484	40.571503,-74.121624	40.571757	-74.121484	40.571503	-74.121624	40.571757	-74.121484	40.571503	-74.121624	40.571373	-74.121354	40.571373	-74.121754	40.571887	-74.121354	40.571887	-74.121754
AMBOY ROAD	3 STREET	DALE AVE	402		AMBOY+ROAD+%26+3+STREET	AMBOY+ROAD+%26+DALE+AVE	10306	10306	40.571757,-74.121484	40.571503,-74.121624	40.571757	-74.121484	40.571503	-74.121624	40.571757	-74.121484	40.571503	-74.121624	40.571373	-74.121354	40.571373	-74.121754	40.571887	-74.121354	40.571887	-74.121754
AMBOY ROAD	2 STREET	DALE AVE.	403		AMBOY+ROAD+%26+2+STREET	AMBOY+ROAD+%26+DALE+AVE.	CTYPE	10306	"OCTYPE html>
<html i"	40.571503,-74.121624			40.571503	-74.121624	40.571503	-74.121624	40.571503	-74.121624	40.571373	-74.121494	40.571373	-74.121754	40.571633	-74.121494	40.571633	-74.121754
AMBOY ROAD	ARBUTUS AVENUE	ROSE LANE	404		AMBOY+ROAD+%26+ARBUTUS+AVENUE	AMBOY+ROAD+%26+ROSE+LANE	10312	10312	40.534137,-74.186222	40.533716,-74.187455	40.534137	-74.186222	40.533716	-74.187455	40.534137	-74.186222	40.533716	-74.187455	40.533586	-74.186092	40.533586	-74.187585	40.534267	-74.186092	40.534267	-74.187585
AMSTERDAM AVE	WEST 99 ST	WEST 100 ST	405		AMSTERDAM+AVE+%26+WEST+99+ST	AMSTERDAM+AVE+%26+WEST+100+ST	10025	10025	40.795985,-73.968958	40.796613,-73.968497	40.795984999999995	-73.968958	40.796613	-73.968497	40.796613	-73.968497	40.795984999999995	-73.968958	40.795854999999996	-73.968367	40.795854999999996	-73.969088	40.796743	-73.968367	40.796743	-73.969088
AMSTERDAM AVE	WEST 118 ST	WEST 119 ST	406		AMSTERDAM+AVE+%26+WEST+118+ST	AMSTERDAM+AVE+%26+WEST+119+ST	10027	10027	40.808123,-73.960104	40.808773,-73.959643	40.808122999999995	-73.960104	40.808772999999995	-73.959643	40.808772999999995	-73.959643	40.808122999999995	-73.960104	40.807992999999996	-73.959513	40.807992999999996	-73.960234	40.808902999999994	-73.959513	40.808902999999994	-73.960234
AMSTERDAM AVE	WEST 119 ST	WEST 118 ST	407		AMSTERDAM+AVE+%26+WEST+119+ST	AMSTERDAM+AVE+%26+WEST+118+ST	10027	10027	40.808773,-73.959643	40.808123,-73.960104	40.808772999999995	-73.959643	40.808122999999995	-73.960104	40.808772999999995	-73.959643	40.808122999999995	-73.960104	40.807992999999996	-73.959513	40.807992999999996	-73.960234	40.808902999999994	-73.959513	40.808902999999994	-73.960234
AMSTERDAM AVE	WEST 147 ST	WEST 148 ST	408		AMSTERDAM+AVE+%26+WEST+147+ST	AMSTERDAM+AVE+%26+WEST+148+ST	10031	10031	40.826528,-73.946680	40.827133,-73.946227	40.826528	-73.94668	40.827133	-73.94622700000001	40.827133	-73.94622700000001	40.826528	-73.94668	40.826398000000005	-73.94609700000001	40.826398000000005	-73.94681	40.827263	-73.94609700000001	40.827263	-73.94681
AMSTERDAM AVE	WEST 148 ST	WEST 147 ST	409		AMSTERDAM+AVE+%26+WEST+148+ST	AMSTERDAM+AVE+%26+WEST+147+ST	10031	10031	40.827133,-73.946227	40.826528,-73.946680	40.827133	-73.94622700000001	40.826528	-73.94668	40.827133	-73.94622700000001	40.826528	-73.94668	40.826398000000005	-73.94609700000001	40.826398000000005	-73.94681	40.827263	-73.94609700000001	40.827263	-73.94681
AMSTERDAM AVE	WEST 164 ST	WEST 165 ST	410		AMSTERDAM+AVE+%26+WEST+164+ST	AMSTERDAM+AVE+%26+WEST+165+ST	10032	10032	40.837241,-73.938918	40.837986,-73.938353	40.837241	-73.938918	40.837986	-73.938353	40.837986	-73.938353	40.837241	-73.938918	40.837111	-73.93822300000001	40.837111	-73.939048	40.838116	-73.93822300000001	40.838116	-73.939048
AMSTERDAM AVE	WEST 165 ST	WEST 164 ST	411		AMSTERDAM+AVE+%26+WEST+165+ST	AMSTERDAM+AVE+%26+WEST+164+ST	10032	10032	40.837986,-73.938353	40.837241,-73.938918	40.837986	-73.938353	40.837241	-73.938918	40.837986	-73.938353	40.837241	-73.938918	40.837111	-73.93822300000001	40.837111	-73.939048	40.838116	-73.93822300000001	40.838116	-73.939048
AMSTERDAM AVE	WEST 171 ST	WEST 172 ST	412		AMSTERDAM+AVE+%26+WEST+171+ST	AMSTERDAM+AVE+%26+WEST+172+ST	10032	10033	40.841726,-73.935628	40.842312,-73.935097	40.841726	-73.93562800000001	40.842312	-73.935097	40.842312	-73.935097	40.841726	-73.93562800000001	40.841596	-73.934967	40.841596	-73.935758	40.842442	-73.934967	40.842442	-73.935758
AMSTERDAM AVE	WEST 172 ST	WEST 171 ST	413		AMSTERDAM+AVE+%26+WEST+172+ST	AMSTERDAM+AVE+%26+WEST+171+ST	10033	10032	40.842312,-73.935097	40.841726,-73.935628	40.842312	-73.935097	40.841726	-73.93562800000001	40.842312	-73.935097	40.841726	-73.93562800000001	40.841596	-73.934967	40.841596	-73.935758	40.842442	-73.934967	40.842442	-73.935758
AMSTERDAM AVE	WEST 167 ST	WEST 168 ST	414		AMSTERDAM+AVE+%26+WEST+167+ST	AMSTERDAM+AVE+%26+WEST+168+ST	10032	10032	40.839321,-73.937378	"OCTYPE html>
<html i"	40.839321000000005	-73.93737800000001														
AMSTERDAM AVE	WEST 168 ST	WEST 167 ST	415		AMSTERDAM+AVE+%26+WEST+168+ST	AMSTERDAM+AVE+%26+WEST+167+ST	10032	10032	40.839882,-73.936954	40.839321,-73.937378	40.839882	-73.936954	40.839321000000005	-73.93737800000001	40.839882	-73.936954	40.839321000000005	-73.93737800000001	40.83919100000001	-73.936824	40.83919100000001	-73.93750800000001	40.840012	-73.936824	40.840012	-73.93750800000001
AMSTERDAM AVENUE	WEST 61 STREET	WEST 62 STREET	416		AMSTERDAM+AVENUE+%26+WEST+61+STREET	AMSTERDAM+AVENUE+%26+WEST+62+STREET	10023	10023	40.771666,-73.986681	40.772282,-73.986226	40.771665999999996	-73.986681	40.772282000000004	-73.986226	40.772282000000004	-73.986226	40.771665999999996	-73.986681	40.771536	-73.986096	40.771536	-73.986811	40.772412	-73.986096	40.772412	-73.986811
AMSTERDAM AVENUE	WEST 73 STREET	WEST 74 STREET	417		AMSTERDAM+AVENUE+%26+WEST+73+STREET	AMSTERDAM+AVENUE+%26+WEST+74+STREET	10023	10023	"OCTYPE html>
<html i"	40.779937,-73.980682			40.779937	-73.980682	40.779937	-73.980682	40.779937	-73.980682	40.779807	-73.980552	40.779807	-73.980812	40.780066999999995	-73.980552	40.780066999999995	-73.980812
AMSTERDAM AVENUE	WEST 118 STREET	WEST 119 STREET	418		AMSTERDAM+AVENUE+%26+WEST+118+STREET	AMSTERDAM+AVENUE+%26+WEST+119+STREET	10027	10027	40.808123,-73.960104	40.808773,-73.959643	40.808122999999995	-73.960104	40.808772999999995	-73.959643	40.808772999999995	-73.959643	40.808122999999995	-73.960104	40.807992999999996	-73.959513	40.807992999999996	-73.960234	40.808902999999994	-73.959513	40.808902999999994	-73.960234
AMSTERDAM AVENUE	WEST 99 STREET	WEST 100 STREET	419		AMSTERDAM+AVENUE+%26+WEST+99+STREET	AMSTERDAM+AVENUE+%26+WEST+100+STREET	10025	10025	40.795985,-73.968958	40.796613,-73.968497	40.795984999999995	-73.968958	40.796613	-73.968497	40.796613	-73.968497	40.795984999999995	-73.968958	40.795854999999996	-73.968367	40.795854999999996	-73.969088	40.796743	-73.968367	40.796743	-73.969088
AMSTERDAM AVENUE	WEST 147 STREET	WEST 148 STREET	420		AMSTERDAM+AVENUE+%26+WEST+147+STREET	AMSTERDAM+AVENUE+%26+WEST+148+STREET	10031	10031	40.826528,-73.946680	40.827133,-73.946227	40.826528	-73.94668	40.827133	-73.94622700000001	40.827133	-73.94622700000001	40.826528	-73.94668	40.826398000000005	-73.94609700000001	40.826398000000005	-73.94681	40.827263	-73.94609700000001	40.827263	-73.94681
AMSTERDAM AVENUE	WEST 164 STREET	WEST 165 STREET	421		AMSTERDAM+AVENUE+%26+WEST+164+STREET	AMSTERDAM+AVENUE+%26+WEST+165+STREET	10032	10032	40.837241,-73.938918	40.837986,-73.938353	40.837241	-73.938918	40.837986	-73.938353	40.837986	-73.938353	40.837241	-73.938918	40.837111	-73.93822300000001	40.837111	-73.939048	40.838116	-73.93822300000001	40.838116	-73.939048
AMSTERDAM AVENUE	WEST 73RD STREET	WEST 74TH STREET	422		AMSTERDAM+AVENUE+%26+WEST+73RD+STREET	AMSTERDAM+AVENUE+%26+WEST+74TH+STREET	10023	10023	"OCTYPE html>
<html i"	40.779937,-73.980682			40.779937	-73.980682	40.779937	-73.980682	40.779937	-73.980682	40.779807	-73.980552	40.779807	-73.980812	40.780066999999995	-73.980552	40.780066999999995	-73.980812
AMSTERDAM AVENUE	DEAD END	WEST 62 STREET	423		AMSTERDAM+AVENUE+%26+DEAD+END	AMSTERDAM+AVENUE+%26+WEST+62+STREET	CTYPE	10023	"OCTYPE html>
<html i"	40.772282,-73.986226			40.772282000000004	-73.986226	40.772282000000004	-73.986226	40.772282000000004	-73.986226	40.772152000000006	-73.986096	40.772152000000006	-73.986356	40.772412	-73.986096	40.772412	-73.986356
AMSTERDAM AVENUE	WEST 118TH STREET	WEST 119TH STREET	424		AMSTERDAM+AVENUE+%26+WEST+118TH+STREET	AMSTERDAM+AVENUE+%26+WEST+119TH+STREET	10027	10027	40.808123,-73.960104	40.808773,-73.959643	40.808122999999995	-73.960104	40.808772999999995	-73.959643	40.808772999999995	-73.959643	40.808122999999995	-73.960104	40.807992999999996	-73.959513	40.807992999999996	-73.960234	40.808902999999994	-73.959513	40.808902999999994	-73.960234
AMSTERDAM AVENUE	WEST 147TH STREET	WEST 148TH STREET	425		AMSTERDAM+AVENUE+%26+WEST+147TH+STREET	AMSTERDAM+AVENUE+%26+WEST+148TH+STREET	10031	10031	40.826528,-73.946680	40.827133,-73.946227	40.826528	-73.94668	40.827133	-73.94622700000001	40.827133	-73.94622700000001	40.826528	-73.94668	40.826398000000005	-73.94609700000001	40.826398000000005	-73.94681	40.827263	-73.94609700000001	40.827263	-73.94681
AMSTERDAM AVENUE	WEST 99TH STREET	WEST 100TH STREET	426		AMSTERDAM+AVENUE+%26+WEST+99TH+STREET	AMSTERDAM+AVENUE+%26+WEST+100TH+STREET	10025	10025	40.795985,-73.968958	40.796613,-73.968497	40.795984999999995	-73.968958	40.796613	-73.968497	40.796613	-73.968497	40.795984999999995	-73.968958	40.795854999999996	-73.968367	40.795854999999996	-73.969088	40.796743	-73.968367	40.796743	-73.969088
ANNADALE ROAD	LADD AVENUE	BERRY AVENUE	427		ANNADALE+ROAD+%26+LADD+AVENUE	ANNADALE+ROAD+%26+BERRY+AVENUE	10312	10312	40.561072,-74.177149	40.560341,-74.176988	40.561071999999996	-74.177149	40.560340999999994	-74.176988	40.561071999999996	-74.176988	40.560340999999994	-74.177149	40.560210999999995	-74.176858	40.560210999999995	-74.177279	40.561201999999994	-74.176858	40.561201999999994	-74.177279
ANNADALE ROAD	WATKINS AVENUE	BERRY AVENUE	428		ANNADALE+ROAD+%26+WATKINS+AVENUE	ANNADALE+ROAD+%26+BERRY+AVENUE	10312	10312	40.559648,-74.176783	40.560341,-74.176988	40.559647999999996	-74.176783	40.560340999999994	-74.176988	40.560340999999994	-74.176783	40.559647999999996	-74.176988	40.559518	-74.176653	40.559518	-74.177118	40.56047099999999	-74.176653	40.56047099999999	-74.177118
ANNADALE ROAD	BERRY AVENUE	WATKINS AVENUE	429		ANNADALE+ROAD+%26+BERRY+AVENUE	ANNADALE+ROAD+%26+WATKINS+AVENUE	10312	10312	40.560341,-74.176988	40.559648,-74.176783	40.560340999999994	-74.176988	40.559647999999996	-74.176783	40.560340999999994	-74.176783	40.559647999999996	-74.176988	40.559518	-74.176653	40.559518	-74.177118	40.56047099999999	-74.176653	40.56047099999999	-74.177118
ARCHER AVE	143 STREET	144 PLACE	430		ARCHER+AVE+%26+143+STREET	ARCHER+AVE+%26+144+PLACE	11435	11435	40.699557,-73.810591	"OCTYPE html>
<html i"	40.699557	-73.810591														
ARCHER AVE	143 ST	144 PL	431		ARCHER+AVE+%26+143+ST	ARCHER+AVE+%26+144+PL	11435	11435	40.699557,-73.810591	40.699836,-73.809767	40.699557	-73.810591	40.699836	-73.80976700000001	40.699836	-73.80976700000001	40.699557	-73.810591	40.699427	-73.80963700000001	40.699427	-73.810721	40.699965999999996	-73.80963700000001	40.699965999999996	-73.810721
ARCHER AVE	143 ST	144 PLACE	432		ARCHER+AVE+%26+143+ST	ARCHER+AVE+%26+144+PLACE	11435	11435	40.699557,-73.810591	40.699836,-73.809767	40.699557	-73.810591	40.699836	-73.80976700000001	40.699836	-73.80976700000001	40.699557	-73.810591	40.699427	-73.80963700000001	40.699427	-73.810721	40.699965999999996	-73.80963700000001	40.699965999999996	-73.810721
ARCHER AVENUE	143 STREET	144 PLACE	433		ARCHER+AVENUE+%26+143+STREET	ARCHER+AVENUE+%26+144+PLACE	11435	11435	40.699557,-73.810591	40.699836,-73.809767	40.699557	-73.810591	40.699836	-73.80976700000001	40.699836	-73.80976700000001	40.699557	-73.810591	40.699427	-73.80963700000001	40.699427	-73.810721	40.699965999999996	-73.80963700000001	40.699965999999996	-73.810721
ARCHER AVENUE	144TH PLACE	146TH STREET	434		ARCHER+AVENUE+%26+144TH+PLACE	ARCHER+AVENUE+%26+146TH+STREET	11435	11435	40.699836,-73.809767	40.700241,-73.808664	40.699836	-73.80976700000001	40.700241	-73.80866400000001	40.700241	-73.80866400000001	40.699836	-73.80976700000001	40.699706	-73.80853400000001	40.699706	-73.809897	40.700371	-73.80853400000001	40.700371	-73.809897
ARDEN AVE	STAFFORD AVE	SINCLAIR AVE	435		ARDEN+AVE+%26+STAFFORD+AVE	ARDEN+AVE+%26+SINCLAIR+AVE	10312	10312	40.548899,-74.185123	40.548524,-74.184374	40.548899	-74.185123	40.548524	-74.184374	40.548899	-74.184374	40.548524	-74.185123	40.548394	-74.184244	40.548394	-74.185253	40.549029	-74.184244	40.549029	-74.185253
ARDEN AVENUE	SINCLAIR AVENUE	SHELDON AVENUE	436		ARDEN+AVENUE+%26+SINCLAIR+AVENUE	ARDEN+AVENUE+%26+SHELDON+AVENUE	10312	10312	40.548524,-74.184374	40.548126,-74.183602	40.548524	-74.184374	40.548126	-74.18360200000001	40.548524	-74.18360200000001	40.548126	-74.184374	40.547996000000005	-74.18347200000001	40.547996000000005	-74.184504	40.548654	-74.18347200000001	40.548654	-74.184504
ARDEN AVENUE	STAFFORD AVENUE	SINCLAIR AVENUE	437		ARDEN+AVENUE+%26+STAFFORD+AVENUE	ARDEN+AVENUE+%26+SINCLAIR+AVENUE	10312	10312	40.548899,-74.185123	40.548524,-74.184374	40.548899	-74.185123	40.548524	-74.184374	40.548899	-74.184374	40.548524	-74.185123	40.548394	-74.184244	40.548394	-74.185253	40.549029	-74.184244	40.549029	-74.185253
ARTHUR AVENUE	EAST 189 STREET	EAST FORDHAM ROAD	438		ARTHUR+AVENUE+%26+EAST+189+STREET	ARTHUR+AVENUE+%26+EAST+FORDHAM+ROAD	10458	10458	"OCTYPE html>
<html i"	40.858407,-73.885151			40.858407	-73.88515100000001	40.858407	-73.88515100000001	40.858407	-73.88515100000001	40.858277	-73.88502100000001	40.858277	-73.885281	40.858537	-73.88502100000001	40.858537	-73.885281
ARTHUR AVENUE	EAST FORDHAM ROAD	EAST 189 STREET	439		ARTHUR+AVENUE+%26+EAST+FORDHAM+ROAD	ARTHUR+AVENUE+%26+EAST+189+STREET	10458	10458	40.858407,-73.885151	"OCTYPE html>
<html i"	40.858407	-73.88515100000001														
ARTHUR KILL ROAD	CARLYLE GREEN	KRISSA COURT	440		ARTHUR+KILL+ROAD+%26+CARLYLE+GREEN	ARTHUR+KILL+ROAD+%26+KRISSA+COURT	10312	10312	40.557162,-74.199447	40.556533,-74.200074	40.557162	-74.19944699999999	40.556533	-74.200074	40.557162	-74.19944699999999	40.556533	-74.200074	40.556403	-74.199317	40.556403	-74.200204	40.557292	-74.199317	40.557292	-74.200204
ARTHUR KILL ROAD	WINANT PLACE	MANLEY STREET	441		ARTHUR+KILL+ROAD+%26+WINANT+PLACE	ARTHUR+KILL+ROAD+%26+MANLEY+STREET	10309	10309	40.536523,-74.237443	40.536186,-74.237161	40.536522999999995	-74.237443	40.536186	-74.237161	40.536522999999995	-74.237161	40.536186	-74.237443	40.536056	-74.237031	40.536056	-74.237573	40.536652999999994	-74.237031	40.536652999999994	-74.237573
ARTHUR KILL ROAD	ENGLEWOOD AVENUE	SHARROTTS ROAD	442		ARTHUR+KILL+ROAD+%26+ENGLEWOOD+AVENUE	ARTHUR+KILL+ROAD+%26+SHARROTTS+ROAD	10309	10309	40.533959,-74.236636	40.538382,-74.237413	40.533959	-74.236636	40.538382	-74.237413	40.538382	-74.236636	40.533959	-74.237413	40.533829000000004	-74.236506	40.533829000000004	-74.237543	40.538512	-74.236506	40.538512	-74.237543
ARTHUR KILL ROAD	MAZZA COURT	KRISSA COURT	443		ARTHUR+KILL+ROAD+%26+MAZZA+COURT	ARTHUR+KILL+ROAD+%26+KRISSA+COURT	10312	10312	40.556070,-74.200852	40.556533,-74.200074	40.55607	-74.200852	40.556533	-74.200074	40.556533	-74.200074	40.55607	-74.200852	40.55594	-74.199944	40.55594	-74.200982	40.556663	-74.199944	40.556663	-74.200982
ARTHUR KILL ROAD	TOKEN STREET	CROSSFIELD AVENUE	444		ARTHUR+KILL+ROAD+%26+TOKEN+STREET	ARTHUR+KILL+ROAD+%26+CROSSFIELD+AVENUE	10312	10312	40.562294,-74.173511	40.562985,-74.175473	40.562294	-74.173511	40.562985	-74.175473	40.562985	-74.173511	40.562294	-74.175473	40.562164	-74.173381	40.562164	-74.175603	40.563114999999996	-74.173381	40.563114999999996	-74.175603
ARTHUR KILL ROAD	CROSSFIELD AVENUE	TOKEN STREET	445		ARTHUR+KILL+ROAD+%26+CROSSFIELD+AVENUE	ARTHUR+KILL+ROAD+%26+TOKEN+STREET	10312	10312	40.562985,-74.175473	40.562294,-74.173511	40.562985	-74.175473	40.562294	-74.173511	40.562985	-74.173511	40.562294	-74.175473	40.562164	-74.173381	40.562164	-74.175603	40.563114999999996	-74.173381	40.563114999999996	-74.175603
ARTHUR KILL ROAD	SHARROTTS ROAD	WINANT LANE	446		ARTHUR+KILL+ROAD+%26+SHARROTTS+ROAD	ARTHUR+KILL+ROAD+%26+WINANT+LANE	10309	10309	40.538382,-74.237413	40.537199,-74.237310	40.538382	-74.237413	40.537199	-74.23731	40.538382	-74.23731	40.537199	-74.237413	40.537069	-74.23718	40.537069	-74.237543	40.538512	-74.23718	40.538512	-74.237543
ASH ST	COMMERCIAL ST	MC GUINNESS	447		ASH+ST+%26+COMMERCIAL+ST	ASH+ST+%26+MC+GUINNESS	11222	CTYPE	40.738014,-73.955355	"OCTYPE html>
<html i"	40.738014	-73.95535500000001														
